name,county,county_code
Borsec,Harghita,HR
Siculeni,Harghita,HR
Tomesti,Harghita,HR
Ciceu,Harghita,HR
Sancraieni,Harghita,HR
Sansimion,Harghita,HR
Danesti,Harghita,HR
Bilbor,Harghita,HR
Madaras,Harghita,HR
Valea Rece,Harghita,HR
Capalnita,Harghita,HR
Santimbru,Harghita,HR
Vale,Harghita,HR
Satu Mare,Harghita,HR
Galautas,Harghita,HR
Ciucsangeorgiu,Harghita,HR
Baile Tusnad,Harghita,HR
Ineu,Harghita,HR
Lupeni,Harghita,HR
Dealu,Harghita,HR
Frumoasa,Harghita,HR
Ocna de Jos,Harghita,HR
Hodosa,Harghita,HR
Varsag,Harghita,HR
Meresti,Harghita,HR
Subcetate,Harghita,HR
Valea Stramba,Harghita,HR
Ocna de Sus,Harghita,HR
Cozmeni,Harghita,HR
Bancu,Harghita,HR
Sanmartin,Harghita,HR
Atid,Harghita,HR
Voslabeni,Harghita,HR
Porumbenii Mari,Harghita,HR
Lunca de Jos,Harghita,HR
Racu,Harghita,HR
Nicolesti,Harghita,HR
Ciucani,Harghita,HR
Filias,Harghita,HR
Eliseni,Harghita,HR
Carta,Harghita,HR
Sancrai,Harghita,HR
Simonesti,Harghita,HR
Corbu,Harghita,HR
Misentea,Harghita,HR
Mugeni,Harghita,HR
Tusnadu Nou,Harghita,HR
Zencani,Harghita,HR
Cetatuia,Harghita,HR
Calimanel,Harghita,HR
Mihaileni,Harghita,HR
Bradesti,Harghita,HR
Tusnad,Harghita,HR
Casinu Nou,Harghita,HR
Plaiesii de Sus,Harghita,HR
Darjiu,Harghita,HR
Chileni,Harghita,HR
Avramesti,Harghita,HR
Borzont,Harghita,HR
Izvoru Muresului,Harghita,HR
Lutita,Harghita,HR
Bodogaia,Harghita,HR
Sarmas,Harghita,HR
Magherus,Harghita,HR
Moglanesti,Harghita,HR
Sub Cetate,Harghita,HR
Morareni,Harghita,HR
Criseni,Harghita,HR
Armaseni,Harghita,HR
Lunca de Sus,Harghita,HR
Runc,Harghita,HR
Barzava,Harghita,HR
Jolotca,Harghita,HR
Tarnovita,Harghita,HR
Izvorul Trotusului,Harghita,HR
Nadejdea,Harghita,HR
Ruganesti,Harghita,HR
Betesti,Harghita,HR
Fundoaia,Harghita,HR
Paltinis-Ciuc,Harghita,HR
Goagiu,Harghita,HR
Bisericani,Harghita,HR
Secuieni,Harghita,HR
Lazaresti,Harghita,HR
Valea Ugra,Harghita,HR
Dobeni,Harghita,HR
Martinis,Harghita,HR
Vacaresti,Harghita,HR
Delnita,Harghita,HR
Pauleni-Ciuc,Harghita,HR
Livezi,Harghita,HR
Ocland,Harghita,HR
Platonesti,Harghita,HR
Capu Corbului,Harghita,HR
Rachitis,Harghita,HR
Feliceni,Harghita,HR
Craciunel,Harghita,HR
Soimusu Mic,Harghita,HR
Soimeni,Harghita,HR
Sanpaul,Harghita,HR
Cechesti,Harghita,HR
Plaiesii de Jos,Harghita,HR
Siclod,Harghita,HR
Mujna,Harghita,HR
Porumbenii Mici,Harghita,HR
Imper,Harghita,HR
Mihaileni,Harghita,HR
Valea lui Pavel,Harghita,HR
Satu Nou,Harghita,HR
Iacobeni,Harghita,HR
Ulcani,Harghita,HR
Valea Boros,Harghita,HR
Taureni,Harghita,HR
Cusmed,Harghita,HR
Paltinis,Harghita,HR
Filpea,Harghita,HR
Soimusu Mare,Harghita,HR
Forteni,Harghita,HR
Cobatesti,Harghita,HR
Fantana Brazilor,Harghita,HR
Galautas-Parau,Harghita,HR
Fitod,Harghita,HR
Valea Garbea,Harghita,HR
Aldea,Harghita,HR
Comiat,Harghita,HR
Izvoare,Harghita,HR
Calnaci,Harghita,HR
Vidacut,Harghita,HR
Atia,Harghita,HR
Ulies,Harghita,HR
Armasenii Noi,Harghita,HR
Harghita-Bai,Harghita,HR
Oraseni,Harghita,HR
Beta,Harghita,HR
Eghersec,Harghita,HR
Petecu,Harghita,HR
Luncani,Harghita,HR
Valea Capelei,Harghita,HR
Polonita,Harghita,HR
Satu Nou,Harghita,HR
Taietura,Harghita,HR
Daia,Harghita,HR
Hoghia,Harghita,HR
Minele Lueta,Harghita,HR
Firtanus,Harghita,HR
Poiana Fagului,Harghita,HR
Bulgareni,Harghita,HR
Leliceni,Harghita,HR
Potiond,Harghita,HR
Teleac,Harghita,HR
Valeni,Harghita,HR
Badeni,Harghita,HR
Baratcos,Harghita,HR
Valea lui Antaloc,Harghita,HR
Vagani,Harghita,HR
Valea Intunecoasa,Harghita,HR
Pauleni,Harghita,HR
Vrabia,Harghita,HR
Inlaceni,Harghita,HR
Comanesti,Harghita,HR
Oteni,Harghita,HR
Firtusu,Harghita,HR
Petreni,Harghita,HR
Cehetel,Harghita,HR
Tarcesti,Harghita,HR
Nicolesti,Harghita,HR
Tibod,Harghita,HR
Bentid,Harghita,HR
Medisoru Mare,Harghita,HR
Dejutiu,Harghita,HR
Ghipes,Harghita,HR
Hagota,Harghita,HR
Rares,Harghita,HR
Cireseni,Harghita,HR
Ghidut,Harghita,HR
Recea,Harghita,HR
Cadaciu Mare,Harghita,HR
Puntea Lupului,Harghita,HR
Andreeni,Harghita,HR
Matiseni,Harghita,HR
Sicasau,Harghita,HR
Becas,Harghita,HR
Sacel,Harghita,HR
Chinusu,Harghita,HR
Fancel,Harghita,HR
Ciaracio,Harghita,HR
Alunis,Harghita,HR
Ciba,Harghita,HR
Fagetel,Harghita,HR
Baile Chirui,Harghita,HR
Pintic,Harghita,HR
Nuteni,Harghita,HR
Turdeni,Harghita,HR
Tamasu,Harghita,HR
Toleseni,Harghita,HR
Lacu Rosu,Harghita,HR
Valea Rotunda,Harghita,HR
Satu Mic,Harghita,HR
Arvateni,Harghita,HR
Cadaciu Mic,Harghita,HR
Nicoleni,Harghita,HR
Liban,Harghita,HR
Secu,Harghita,HR
Calugareni,Harghita,HR
Medisoru Mic,Harghita,HR
Baile Homorod,Harghita,HR
Ighiu,Harghita,HR
Cotormani,Harghita,HR
Poiana Tarnavei,Harghita,HR
Laz-Soimus,Harghita,HR
Sineu,Harghita,HR
Chedia Mica,Harghita,HR
Calonda,Harghita,HR
Duda,Harghita,HR
Plopis,Harghita,HR
Iasu,Harghita,HR
Alexandrita,Harghita,HR
Dealu Armanului,Harghita,HR
Desag,Harghita,HR
Vasileni,Harghita,HR
Laz-Firtanus,Harghita,HR
Sancel,Harghita,HR
Ciobanis,Harghita,HR
Locodeni,Harghita,HR
Chedia Mare,Harghita,HR
Uilac,Harghita,HR
Carpitus,Harghita,HR
Zapodea,Harghita,HR
Fagetel,Harghita,HR
Obranesti,Harghita,HR
Vargatac,Harghita,HR
Covacipeter,Harghita,HR
Senetea,Harghita,HR
Preluca,Harghita,HR
Valea Uzului,Harghita,HR
Visafolio,Harghita,HR
Bucin,Harghita,HR
Ghiurche,Harghita,HR
Bucin,Harghita,HR
Hosasau,Harghita,HR
Jigodin-Bai,Harghita,HR
Martonca,Harghita,HR
Santimbru-Bai,Harghita,HR
Sasveres,Harghita,HR
Tengheler,Harghita,HR
Hunedoara,Hunedoara,HD
Deva,Hunedoara,HD
Petrosani,Hunedoara,HD
Lupeni,Hunedoara,HD
Vulcan,Hunedoara,HD
Petrila,Hunedoara,HD
Orastie,Hunedoara,HD
Brad,Hunedoara,HD
Simeria,Hunedoara,HD
Uricani,Hunedoara,HD
Calan,Hunedoara,HD
Hateg,Hunedoara,HD
Aninoasa,Hunedoara,HD
Geoagiu,Hunedoara,HD
Ghelari,Hunedoara,HD
Barza,Hunedoara,HD
Jiu-Paroseni,Hunedoara,HD
Iscroni,Hunedoara,HD
Ilia,Hunedoara,HD
Certeju de Sus,Hunedoara,HD
Teliucu Inferior,Hunedoara,HD
Dobra,Hunedoara,HD
Cristur,Hunedoara,HD
Baru,Hunedoara,HD
Zdrapti,Hunedoara,HD
Pestisu Mare,Hunedoara,HD
Brazi,Hunedoara,HD
Romos,Hunedoara,HD
Castau,Hunedoara,HD
Pricaz,Hunedoara,HD
Hartagani,Hunedoara,HD
Soimus,Hunedoara,HD
Criscior,Hunedoara,HD
Santamaria-Orlea,Hunedoara,HD
Aurel Vlaicu,Hunedoara,HD
Baia de Cris,Hunedoara,HD
Valea Bradului,Hunedoara,HD
Petros,Hunedoara,HD
Valisoara,Hunedoara,HD
Clopotiva,Hunedoara,HD
Pui,Hunedoara,HD
Rapoltu Mare,Hunedoara,HD
Luncoiu de Jos,Hunedoara,HD
Bosorod,Hunedoara,HD
Tebea,Hunedoara,HD
Sibisel,Hunedoara,HD
Banita,Hunedoara,HD
Livadia,Hunedoara,HD
Mintia,Hunedoara,HD
Vetel,Hunedoara,HD
Taratel,Hunedoara,HD
Cincis-Cerna,Hunedoara,HD
Bucuresci,Hunedoara,HD
Jiet,Hunedoara,HD
Zam,Hunedoara,HD
Vaidei,Hunedoara,HD
Sarmizegetusa,Hunedoara,HD
Valea de Brazi,Hunedoara,HD
Branisca,Hunedoara,HD
Rachitova,Hunedoara,HD
Tampa,Hunedoara,HD
Mesteacan,Hunedoara,HD
Ormindea,Hunedoara,HD
Salasu de Sus,Hunedoara,HD
Romosel,Hunedoara,HD
Santandrei,Hunedoara,HD
Bretea Muresana,Hunedoara,HD
Tarnava de Cris,Hunedoara,HD
Chitid,Hunedoara,HD
Vata de Jos,Hunedoara,HD
Geoagiu-Bai,Hunedoara,HD
Bacia,Hunedoara,HD
Beriu,Hunedoara,HD
Cimpa,Hunedoara,HD
Harau,Hunedoara,HD
Serel,Hunedoara,HD
Ribita,Hunedoara,HD
Batiz,Hunedoara,HD
Streisangeorgiu,Hunedoara,HD
Hondol,Hunedoara,HD
Campu lui Neag,Hunedoara,HD
Mihaileni,Hunedoara,HD
Racastia,Hunedoara,HD
Subcetate,Hunedoara,HD
Orastioara de Sus,Hunedoara,HD
Carnesti,Hunedoara,HD
Crisan,Hunedoara,HD
Risculita,Hunedoara,HD
Santuhalm,Hunedoara,HD
Lapugiu de Sus,Hunedoara,HD
Pesteana,Hunedoara,HD
Cainelu de Sus,Hunedoara,HD
Banpotoc,Hunedoara,HD
Boz,Hunedoara,HD
Costesti,Hunedoara,HD
Sesuri,Hunedoara,HD
Barsau,Hunedoara,HD
Bobalna,Hunedoara,HD
Fizesti,Hunedoara,HD
Luncoiu de Sus,Hunedoara,HD
Stanija,Hunedoara,HD
Petreni,Hunedoara,HD
Sacel,Hunedoara,HD
Turdas,Hunedoara,HD
Paclisa,Hunedoara,HD
Sarbi,Hunedoara,HD
Lesnic,Hunedoara,HD
Galati,Hunedoara,HD
Gelmar,Hunedoara,HD
Curechiu,Hunedoara,HD
Valcelele Bune,Hunedoara,HD
Silvasu de Jos,Hunedoara,HD
Lapusnic,Hunedoara,HD
Visca,Hunedoara,HD
Tarnita,Hunedoara,HD
Barastii Hategului,Hunedoara,HD
Baita,Hunedoara,HD
Varmaga,Hunedoara,HD
Homorod,Hunedoara,HD
Bos,Hunedoara,HD
Ponor,Hunedoara,HD
Ocolisu Mic,Hunedoara,HD
Ciopeia,Hunedoara,HD
Roscani,Hunedoara,HD
Hasdau,Hunedoara,HD
Gurasada,Hunedoara,HD
Densus,Hunedoara,HD
Blajeni,Hunedoara,HD
Silvasu de Sus,Hunedoara,HD
Barcea Mare,Hunedoara,HD
Nucsoara,Hunedoara,HD
Totesti,Hunedoara,HD
Paros,Hunedoara,HD
Vata de Sus,Hunedoara,HD
Pravaleni,Hunedoara,HD
Ostrov,Hunedoara,HD
Maceu,Hunedoara,HD
Chiscadaga,Hunedoara,HD
Rau de Mori,Hunedoara,HD
Federi,Hunedoara,HD
Merisor,Hunedoara,HD
Uroi,Hunedoara,HD
Simeria Veche,Hunedoara,HD
Bucium,Hunedoara,HD
Trestia,Hunedoara,HD
Campuri-Surduc,Hunedoara,HD
Strei,Hunedoara,HD
Hasdat,Hunedoara,HD
Reea,Hunedoara,HD
Orastioara de Jos,Hunedoara,HD
Bacea,Hunedoara,HD
Ociu,Hunedoara,HD
Balomir,Hunedoara,HD
Chimindia,Hunedoara,HD
Lunca,Hunedoara,HD
Podele,Hunedoara,HD
Grid,Hunedoara,HD
Ciungani,Hunedoara,HD
Balata,Hunedoara,HD
Balsa,Hunedoara,HD
Nadastia de Sus,Hunedoara,HD
Dupapiatra,Hunedoara,HD
Gantaga,Hunedoara,HD
Renghet,Hunedoara,HD
Ohaba-Ponor,Hunedoara,HD
Pojoga,Hunedoara,HD
Meria,Hunedoara,HD
Muncelu Mic,Hunedoara,HD
Nojag,Hunedoara,HD
Pestenita,Hunedoara,HD
Cris,Hunedoara,HD
Valea Sangeorgiului,Hunedoara,HD
Lunca Cernii de Sus,Hunedoara,HD
Birtin,Hunedoara,HD
Ludestii de Jos,Hunedoara,HD
Sulighete,Hunedoara,HD
Negoiu,Hunedoara,HD
Saliste,Hunedoara,HD
Boholt,Hunedoara,HD
Rusor,Hunedoara,HD
Boita,Hunedoara,HD
Valioara,Hunedoara,HD
Dancu Mare,Hunedoara,HD
Stejarel,Hunedoara,HD
Steia,Hunedoara,HD
Teliucu Superior,Hunedoara,HD
Dumbrava de Jos,Hunedoara,HD
Lunca,Hunedoara,HD
Mihaiesti,Hunedoara,HD
Buces-Vulcan,Hunedoara,HD
Salasu de Jos,Hunedoara,HD
Basarabasa,Hunedoara,HD
Brotuna,Hunedoara,HD
Fornadia,Hunedoara,HD
Nadastia de Jos,Hunedoara,HD
Baiesti,Hunedoara,HD
Risca,Hunedoara,HD
Craciunesti,Hunedoara,HD
Uric,Hunedoara,HD
Grohotele,Hunedoara,HD
Nalatvad,Hunedoara,HD
Tustea,Hunedoara,HD
Sanpetru,Hunedoara,HD
Prihodiste,Hunedoara,HD
Plopi,Hunedoara,HD
Bretea Romana,Hunedoara,HD
Hatagel,Hunedoara,HD
Stei,Hunedoara,HD
Blajeni-Vulcan,Hunedoara,HD
Dalja Mare,Hunedoara,HD
Slatinioara,Hunedoara,HD
General Berthelot,Hunedoara,HD
Ocisor,Hunedoara,HD
Saulesti,Hunedoara,HD
Valea Lupului,Hunedoara,HD
Dealu Mare,Hunedoara,HD
Braznic,Hunedoara,HD
Coroiesti,Hunedoara,HD
Carastau,Hunedoara,HD
Valea Daljii,Hunedoara,HD
Manerau,Hunedoara,HD
Bretea Streiului,Hunedoara,HD
Tarsa,Hunedoara,HD
Cazanesti,Hunedoara,HD
Gothatea,Hunedoara,HD
Obarsa,Hunedoara,HD
Fintoag,Hunedoara,HD
Ohaba de Sub Piatra,Hunedoara,HD
Valcele,Hunedoara,HD
Rapoltel,Hunedoara,HD
Ocolisu Mare,Hunedoara,HD
Sibisel,Hunedoara,HD
Bozes,Hunedoara,HD
Spini,Hunedoara,HD
Valea Poienii,Hunedoara,HD
Jeledinti,Hunedoara,HD
Ruda,Hunedoara,HD
Salistioara,Hunedoara,HD
Vorta,Hunedoara,HD
Pischinti,Hunedoara,HD
Rusi,Hunedoara,HD
Cernisoara Florese,Hunedoara,HD
Bejan,Hunedoara,HD
Rovina,Hunedoara,HD
Farcadin,Hunedoara,HD
Paulis,Hunedoara,HD
Dabaca,Hunedoara,HD
Glodghilesti,Hunedoara,HD
Batalar,Hunedoara,HD
Godinesti,Hunedoara,HD
Sacaramb,Hunedoara,HD
Tomesti,Hunedoara,HD
Paucinesti,Hunedoara,HD
Ciula Mare,Hunedoara,HD
Gradistea de Munte,Hunedoara,HD
Grosuri,Hunedoara,HD
Ruda-Brad,Hunedoara,HD
Sacamas,Hunedoara,HD
Tarnava,Hunedoara,HD
Buces,Hunedoara,HD
Nandru,Hunedoara,HD
Plai,Hunedoara,HD
Sancrai,Hunedoara,HD
Lunca Cernii de Jos,Hunedoara,HD
Zeicani,Hunedoara,HD
Barcea Mica,Hunedoara,HD
Rau Alb,Hunedoara,HD
Rau Barbat,Hunedoara,HD
Poiana Rachitelii,Hunedoara,HD
Rascoala,Hunedoara,HD
Rovina,Hunedoara,HD
Suseni,Hunedoara,HD
Toplita,Hunedoara,HD
Teiu,Hunedoara,HD
Almas-Saliste,Hunedoara,HD
Ciula Mica,Hunedoara,HD
Unciuc,Hunedoara,HD
Carpinis,Hunedoara,HD
Fizes,Hunedoara,HD
Salciva,Hunedoara,HD
Bucium-Orlea,Hunedoara,HD
Dealu Babii,Hunedoara,HD
Martinesti,Hunedoara,HD
Popesti,Hunedoara,HD
Boiu,Hunedoara,HD
Panc,Hunedoara,HD
Lasau,Hunedoara,HD
Lelese,Hunedoara,HD
Tatarasti,Hunedoara,HD
Barbura,Hunedoara,HD
Santamaria de Piatra,Hunedoara,HD
Cozia,Hunedoara,HD
Josani,Hunedoara,HD
Ohaba,Hunedoara,HD
Dalja Mica,Hunedoara,HD
Hobita,Hunedoara,HD
Ostrovel,Hunedoara,HD
Folt,Hunedoara,HD
Ret,Hunedoara,HD
Strei-Sacel,Hunedoara,HD
Covragiu,Hunedoara,HD
Sereca,Hunedoara,HD
Tatarastii de Cris,Hunedoara,HD
Livada,Hunedoara,HD
Voia,Hunedoara,HD
Burjuc,Hunedoara,HD
Tisa,Hunedoara,HD
Runcu Mare,Hunedoara,HD
Valea Lunga,Hunedoara,HD
Poienita Voinii,Hunedoara,HD
Almasu Sec,Hunedoara,HD
Breazova,Hunedoara,HD
Cucuis,Hunedoara,HD
Tiulesti,Hunedoara,HD
Boiu de Sus,Hunedoara,HD
Hobita-Gradiste,Hunedoara,HD
Cerisor,Hunedoara,HD
Dobrot,Hunedoara,HD
Magura-Toplita,Hunedoara,HD
Bradatel,Hunedoara,HD
Govajdia,Hunedoara,HD
Pestisu Mic,Hunedoara,HD
Salatruc,Hunedoara,HD
Calanu Mic,Hunedoara,HD
Tarnavita,Hunedoara,HD
Batrana,Hunedoara,HD
Rau Mic,Hunedoara,HD
Malaiesti,Hunedoara,HD
Valea Nandrului,Hunedoara,HD
Crivadia,Hunedoara,HD
Cerbal,Hunedoara,HD
Ciungu Mare,Hunedoara,HD
Bobaia,Hunedoara,HD
Izvoarele,Hunedoara,HD
Dancu Mic,Hunedoara,HD
Poiana,Hunedoara,HD
Carjiti,Hunedoara,HD
Carmazanesti,Hunedoara,HD
Lapugiu de Jos,Hunedoara,HD
Campuri de Sus,Hunedoara,HD
Cainelu de Jos,Hunedoara,HD
Radulesti,Hunedoara,HD
Zavoi,Hunedoara,HD
Cerbia,Hunedoara,HD
Merisor,Hunedoara,HD
Baldovin,Hunedoara,HD
Ursici,Hunedoara,HD
Micanesti,Hunedoara,HD
Cigmau,Hunedoara,HD
Coaja,Hunedoara,HD
Poieni,Hunedoara,HD
Dumbrava de Sus,Hunedoara,HD
Uibaresti,Hunedoara,HD
Gura Bordului,Hunedoara,HD
Certeju de Jos,Hunedoara,HD
Valisoara,Hunedoara,HD
Mada,Hunedoara,HD
Livezi,Hunedoara,HD
Tamasasa,Hunedoara,HD
Alun,Hunedoara,HD
Totia,Hunedoara,HD
Almasu Mic de Munte,Hunedoara,HD
Herepeia,Hunedoara,HD
Poienita Tomii,Hunedoara,HD
Ohaba Streiului,Hunedoara,HD
Feregi,Hunedoara,HD
Ohaba-Sibisel,Hunedoara,HD
Stancesti,Hunedoara,HD
Pestera,Hunedoara,HD
Bocsa Mica,Hunedoara,HD
Ostrovu Mic,Hunedoara,HD
Dudesti,Hunedoara,HD
Vadu,Hunedoara,HD
Cherghes,Hunedoara,HD
Stauini,Hunedoara,HD
Toplita Muresului,Hunedoara,HD
Bujoru,Hunedoara,HD
Socet,Hunedoara,HD
Tamasesti,Hunedoara,HD
Bunila,Hunedoara,HD
Poganesti,Hunedoara,HD
Craguis,Hunedoara,HD
Bulzestii de Jos,Hunedoara,HD
Pestera,Hunedoara,HD
Leaut,Hunedoara,HD
Ulies,Hunedoara,HD
Panc-Saliste,Hunedoara,HD
Paulesti,Hunedoara,HD
Poienita,Hunedoara,HD
Stoieneasa,Hunedoara,HD
Runcsor,Hunedoara,HD
Valeni,Hunedoara,HD
Muncelu Mare,Hunedoara,HD
Techereu,Hunedoara,HD
Cuies,Hunedoara,HD
Luncani,Hunedoara,HD
Almasu Mic,Hunedoara,HD
Cosesti,Hunedoara,HD
Danulesti,Hunedoara,HD
Archia,Hunedoara,HD
Gros,Hunedoara,HD
Turmas,Hunedoara,HD
Boiu de Jos,Hunedoara,HD
Vica,Hunedoara,HD
Bulzestii de Sus,Hunedoara,HD
Ribicioara,Hunedoara,HD
Tirici,Hunedoara,HD
Valea Arsului,Hunedoara,HD
Almasel,Hunedoara,HD
Caraci,Hunedoara,HD
Ardeu,Hunedoara,HD
Luncsoara,Hunedoara,HD
Cioclovina,Hunedoara,HD
Holdea,Hunedoara,HD
Petresti,Hunedoara,HD
Costesti-Deal,Hunedoara,HD
Pestera,Hunedoara,HD
Valari,Hunedoara,HD
Oprisesti,Hunedoara,HD
Grind,Hunedoara,HD
Grohot,Hunedoara,HD
Sohodol,Hunedoara,HD
Dumbravita,Hunedoara,HD
Stretea,Hunedoara,HD
Vadu Dobrii,Hunedoara,HD
Aranies,Hunedoara,HD
Boia Barzii,Hunedoara,HD
Giurgesti,Hunedoara,HD
Dealu Mic,Hunedoara,HD
Ciulpaz,Hunedoara,HD
Potingani,Hunedoara,HD
Criva,Hunedoara,HD
Abucea,Hunedoara,HD
Rapas,Hunedoara,HD
Dumbrava,Hunedoara,HD
Stancesti-Ohaba,Hunedoara,HD
Ulm,Hunedoara,HD
Alun,Hunedoara,HD
Galbina,Hunedoara,HD
Merisoru de Munte,Hunedoara,HD
Fantana,Hunedoara,HD
Tomnatec,Hunedoara,HD
Furcsoara,Hunedoara,HD
Prihodiste,Hunedoara,HD
Valea Babii,Hunedoara,HD
Fata Rosie,Hunedoara,HD
Magura,Hunedoara,HD
Poieni,Hunedoara,HD
Ludestii de Sus,Hunedoara,HD
Rusesti,Hunedoara,HD
Valea,Hunedoara,HD
Barastii Iliei,Hunedoara,HD
Bretelin,Hunedoara,HD
Plop,Hunedoara,HD
Cutin,Hunedoara,HD
Fagetel,Hunedoara,HD
Stanculesti,Hunedoara,HD
Runcu Mic,Hunedoara,HD
Cabesti,Hunedoara,HD
Rachitaua,Hunedoara,HD
Bocsa Mare,Hunedoara,HD
Braseu,Hunedoara,HD
Deleni,Hunedoara,HD
Mermezeu-Valeni,Hunedoara,HD
Valceluta,Hunedoara,HD
Bacaia,Hunedoara,HD
Gialacuta,Hunedoara,HD
Piatra,Hunedoara,HD
Mesteacan,Hunedoara,HD
Dumesti,Hunedoara,HD
Bercu,Hunedoara,HD
Magureni,Hunedoara,HD
Valeni,Hunedoara,HD
Rosia,Hunedoara,HD
Goles,Hunedoara,HD
Dragu-Brad,Hunedoara,HD
Ticera,Hunedoara,HD
Caoi,Hunedoara,HD
Bunesti,Hunedoara,HD
Gotesti,Hunedoara,HD
Valea Mare de Cris,Hunedoara,HD
Bastea,Hunedoara,HD
Bejan-Tarnavita,Hunedoara,HD
Copaci,Hunedoara,HD
Ciumita,Hunedoara,HD
Mosoru,Hunedoara,HD
Curpenii Silvasului,Hunedoara,HD
Slobozia,Ialomita,IL
Fetesti-Gara,Ialomita,IL
Urziceni,Ialomita,IL
Tandarei,Ialomita,IL
Fetesti,Ialomita,IL
Amara,Ialomita,IL
Facaeni,Ialomita,IL
Cosereni,Ialomita,IL
Garbovi,Ialomita,IL
Manasia,Ialomita,IL
Bordusani,Ialomita,IL
Munteni-Buzau,Ialomita,IL
Barbulesti,Ialomita,IL
Cazanesti,Ialomita,IL
Dridu,Ialomita,IL
Jilavele,Ialomita,IL
Mihail Kogalniceanu,Ialomita,IL
Traian,Ialomita,IL
Saveni,Ialomita,IL
Scanteia,Ialomita,IL
Gheorghe Doja,Ialomita,IL
Grivita,Ialomita,IL
Ograda,Ialomita,IL
Gheorghe Lazar,Ialomita,IL
Cocora,Ialomita,IL
Alexeni,Ialomita,IL
Grindu,Ialomita,IL
Vladeni,Ialomita,IL
Movilita,Ialomita,IL
Condeesti,Ialomita,IL
Fierbintii de Sus,Ialomita,IL
Bucu,Ialomita,IL
Movila,Ialomita,IL
Ion Roata,Ialomita,IL
Adancata,Ialomita,IL
Rosiori,Ialomita,IL
Milosesti,Ialomita,IL
Boranesti,Ialomita,IL
Suditi,Ialomita,IL
Vlasca,Ialomita,IL
Maia,Ialomita,IL
Slobozia Noua,Ialomita,IL
Axintele,Ialomita,IL
Malu Rosu,Ialomita,IL
Andrasesti,Ialomita,IL
Barcanesti,Ialomita,IL
Ciochina,Ialomita,IL
Giurgeni,Ialomita,IL
Marculesti,Ialomita,IL
Stelnica,Ialomita,IL
Bora,Ialomita,IL
Moldoveni,Ialomita,IL
Valea Macrisului,Ialomita,IL
Luciu,Ialomita,IL
Fierbinti-Targ,Ialomita,IL
Colelia,Ialomita,IL
Sarateni,Ialomita,IL
Fierbintii de Jos,Ialomita,IL
Brosteni,Ialomita,IL
Cegani,Ialomita,IL
Reviga,Ialomita,IL
Gura Ialomitei,Ialomita,IL
Rasi,Ialomita,IL
Iazu,Ialomita,IL
Salcioara,Ialomita,IL
Perieti,Ialomita,IL
Sinesti,Ialomita,IL
Smirna,Ialomita,IL
Buesti,Ialomita,IL
Rovine,Ialomita,IL
Buliga,Ialomita,IL
Patru Frati,Ialomita,IL
Brazii,Ialomita,IL
Balaciu,Ialomita,IL
Valea Ciorii,Ialomita,IL
Lacusteni,Ialomita,IL
Platonesti,Ialomita,IL
Cosambesti,Ialomita,IL
Ciulnita,Ialomita,IL
Sfantu Gheorghe,Ialomita,IL
Gimbasani,Ialomita,IL
Dragoesti,Ialomita,IL
Borduselu,Ialomita,IL
Misleanu,Ialomita,IL
Poiana,Ialomita,IL
Butoiu,Ialomita,IL
Horia,Ialomita,IL
Albesti,Ialomita,IL
Armasesti,Ialomita,IL
Crunti,Ialomita,IL
Orezu,Ialomita,IL
Marsilieni,Ialomita,IL
Progresu,Ialomita,IL
Ciocarlia,Ialomita,IL
Lilieci,Ialomita,IL
Grindasi,Ialomita,IL
Paltinisu,Ialomita,IL
Tovarasia,Ialomita,IL
Slatioarele,Ialomita,IL
Dridu-Snagov,Ialomita,IL
Nicolesti,Ialomita,IL
Fratilesti,Ialomita,IL
Malu,Ialomita,IL
Rasimnicea,Ialomita,IL
Murgeanca,Ialomita,IL
Orboesti,Ialomita,IL
Copuzu,Ialomita,IL
Maltezi,Ialomita,IL
Crasanii de Jos,Ialomita,IL
Grecii de Jos,Ialomita,IL
Stejaru,Ialomita,IL
Catrunesti,Ialomita,IL
Ion Ghica,Ialomita,IL
Gura Vaii,Ialomita,IL
Sintesti,Ialomita,IL
Fundata,Ialomita,IL
Mircea cel Batran,Ialomita,IL
Cotorca,Ialomita,IL
Barbatescu,Ialomita,IL
Ivanesti,Ialomita,IL
Nenisori,Ialomita,IL
Bucsa,Ialomita,IL
Crasanii de Sus,Ialomita,IL
Piersica,Ialomita,IL
Dumitresti,Ialomita,IL
Bitina-Ungureni,Ialomita,IL
Hagiesti,Ialomita,IL
Valea Bisericii,Ialomita,IL
Bitina-Pamanteni,Ialomita,IL
Chiroiu-Pamanteni,Ialomita,IL
Movileanca,Ialomita,IL
Livedea,Ialomita,IL
Hagieni,Ialomita,IL
Bataluri,Ialomita,IL
Retezatu,Ialomita,IL
Chiroiu-Satu Nou,Ialomita,IL
Chiroiu-Ungureni,Ialomita,IL
Amara Noua,Ialomita,IL
Boteni,Ialomita,IL
Iasi,Iasi,IS
Pascani,Iasi,IS
Targu Frumos,Iasi,IS
Tomesti,Iasi,IS
Harlau,Iasi,IS
Dancu,Iasi,IS
Podu Iloaiei,Iasi,IS
Raducaneni,Iasi,IS
Belcesti,Iasi,IS
Halaucesti,Iasi,IS
Focuri,Iasi,IS
Deleni,Iasi,IS
Cristesti,Iasi,IS
Mironeasa,Iasi,IS
Lunca Cetatuii,Iasi,IS
